Attempt   1: len is 6, x,y is 28,9, orientation is 1 ACCEPTED
Attempt 819: len is 6, x,y is 26,8, orientation is 1 REJECTED
Attempt 820: len is 6, x,y is 28,10, orientation is 2 REJECTED
Attempt 821: len is 5, x,y is 9,24, orientation is 0 REJECTED
Attempt 822: len is 7, x,y is 24,29, orientation is 2 REJECTED
Attempt 823: len is 7, x,y is 1,27, orientation is 1 REJECTED
Attempt 824: len is 3, x,y is 13,18, orientation is 2 REJECTED
Attempt 825: len is 4, x,y is 3,25, orientation is 2 REJECTED
Attempt 826: len is 4, x,y is 16,22, orientation is 0 REJECTED
Attempt 827: len is 4, x,y is 2,26, orientation is 3 REJECTED
Attempt 828: len is 4, x,y is 9,4, orientation is 2 REJECTED
Attempt 829: len is 7, x,y is 2,18, orientation is 3 REJECTED
Attempt 830: len is 3, x,y is 29,24, orientation is 2 REJECTED
Attempt 831: len is 4, x,y is 26,0, orientation is 1 REJECTED
Attempt 832: len is 4, x,y is 19,23, orientation is 1 REJECTED
Attempt 833: len is 5, x,y is 20,4, orientation is 2 REJECTED
Attempt 834: len is 4, x,y is 9,12, orientation is 1 REJECTED
Attempt 835: len is 3, x,y is 24,12, orientation is 3 REJECTED
Attempt 836: len is 7, x,y is 29,11, orientation is 2 REJECTED
Attempt 837: len is 4, x,y is 21,28, orientation is 0 REJECTED
Attempt 838: len is 3, x,y is 27,0, orientation is 0 REJECTED
Attempt 839: len is 5, x,y is 26,1, orientation is 0 REJECTED
Attempt 840: len is 5, x,y is 7,12, orientation is 1 REJECTED
Attempt 841: len is 5, x,y is 0,29, orientation is 1 REJECTED
Attempt 842: len is 4, x,y is 5,19, orientation is 1 REJECTED
Attempt 843: len is 6, x,y is 21,19, orientation is 3 REJECTED
Attempt 844: len is 6, x,y is 17,20, orientation is 0 REJECTED
Attempt 845: len is 7, x,y is 28,14, orientation is 1 REJECTED
Attempt 846: len is 3, x,y is 6,28, orientation is 3 REJECTED
Attempt 847: len is 3, x,y is 4,3, orientation is 0 REJECTED
Attempt 848: len is 3, x,y is 8,4, orientation is 0 REJECTED
Attempt 849: len is 6, x,y is 5,19, orientation is 0 REJECTED
Attempt 850: len is 7, x,y is 29,15, orientation is 0 REJECTED
Attempt 851: len is 7, x,y is 19,17, orientation is 2 REJECTED
Attempt 852: len is 3, x,y is 12,7, orientation is 0 REJECTED
Attempt 853: len is 7, x,y is 5,29, orientation is 2 REJECTED
Attempt 854: len is 7, x,y is 17,0, orientation is 3 REJECTED
Attempt 855: len is 6, x,y is 3,15, orientation is 1 REJECTED
Attempt 856: len is 5, x,y is 9,9, orientation is 3 REJECTED
Attempt 857: len is 5, x,y is 16,12, orientation is 1 REJECTED
Attempt 858: len is 5, x,y is 19,12, orientation is 0 REJECTED
Attempt 859: len is 6, x,y is 13,2, orientation is 0 REJECTED
Attempt 860: len is 5, x,y is 2,18, orientation is 1 REJECTED
Attempt 861: len is 6, x,y is 21,29, orientation is 0 REJECTED
Attempt 862: len is 6, x,y is 0,23, orientation is 1 REJECTED
Attempt 863: len is 4, x,y is 9,10, orientation is 1 REJECTED
Attempt 864: len is 3, x,y is 3,16, orientation is 3 REJECTED
Attempt 865: len is 5, x,y is 13,22, orientation is 1 REJECTED
Attempt 866: len is 5, x,y is 9,17, orientation is 1 REJECTED
Attempt 867: len is 7, x,y is 0,20, orientation is 3 REJECTED
Attempt 868: len is 4, x,y is 28,23, orientation is 3 REJECTED
Attempt 869: len is 4, x,y is 22,29, orientation is 0 REJECTED
Attempt 870: len is 3, x,y is 4,9, orientation is 0 REJECTED
Attempt 871: len is 7, x,y is 10,9, orientation is 3 REJECTED
Attempt 872: len is 6, x,y is 10,21, orientation is 1 REJECTED
Attempt 873: len is 5, x,y is 3,22, orientation is 2 REJECTED
Attempt 874: len is 5, x,y is 11,1, orientation is 3 REJECTED
Attempt 875: len is 4, x,y is 27,15, orientation is 1 REJECTED
Attempt 876: len is 7, x,y is 22,19, orientation is 3 REJECTED
Attempt 877: len is 6, x,y is 29,5, orientation is 3 REJECTED
Attempt 878: len is 7, x,y is 15,13, orientation is 3 REJECTED
Attempt 879: len is 4, x,y is 1,28, orientation is 1 REJECTED
Attempt 880: len is 5, x,y is 10,21, orientation is 2 REJECTED
Attempt 881: len is 4, x,y is 22,5, orientation is 1 REJECTED
Attempt 882: len is 7, x,y is 14,11, orientation is 3 REJECTED
Attempt 883: len is 6, x,y is 26,3, orientation is 2 REJECTED
Attempt 884: len is 4, x,y is 22,14, orientation is 2 REJECTED
Attempt 885: len is 5, x,y is 26,5, orientation is 0 REJECTED
Attempt 886: len is 4, x,y is 11,26, orientation is 3 REJECTED
Attempt 887: len is 5, x,y is 14,12, orientation is 2 REJECTED
Attempt 888: len is 3, x,y is 13,26, orientation is 3 REJECTED
Attempt 889: len is 6, x,y is 2,22, orientation is 2 REJECTED
Attempt 890: len is 6, x,y is 7,28, orientation is 2 REJECTED
Attempt 891: len is 6, x,y is 29,5, orientation is 3 REJECTED
Attempt 892: len is 6, x,y is 16,22, orientation is 3 REJECTED
Attempt 893: len is 4, x,y is 10,25, orientation is 3 REJECTED
Attempt 894: len is 6, x,y is 16,10, orientation is 3 REJECTED
Attempt 895: len is 5, x,y is 6,28, orientation is 3 REJECTED
Attempt 896: len is 5, x,y is 17,25, orientation is 2 REJECTED
Attempt 897: len is 3, x,y is 5,4, orientation is 3 REJECTED
Attempt 898: len is 4, x,y is 14,12, orientation is 0 REJECTED
Attempt 899: len is 7, x,y is 14,25, orientation is 2 REJECTED
Attempt 900: len is 6, x,y is 2,16, orientation is 3 REJECTED
Attempt 901: len is 3, x,y is 23,27, orientation is 3 REJECTED
Attempt 902: len is 5, x,y is 8,2, orientation is 1 REJECTED
Attempt 903: len is 6, x,y is 6,28, orientation is 1 REJECTED
Attempt 904: len is 6, x,y is 26,11, orientation is 2 REJECTED
Attempt 905: len is 5, x,y is 29,28, orientation is 0 REJECTED
Attempt 906: len is 4, x,y is 8,6, orientation is 1 REJECTED
Attempt 907: len is 3, x,y is 4,5, orientation is 3 REJECTED
Attempt 908: len is 5, x,y is 17,12, orientation is 2 REJECTED
Attempt 909: len is 3, x,y is 3,26, orientation is 3 REJECTED
Attempt 910: len is 3, x,y is 3,28, orientation is 3 REJECTED
Attempt 911: len is 5, x,y is 18,19, orientation is 3 REJECTED
Attempt 912: len is 5, x,y is 0,11, orientation is 3 REJECTED
Attempt 913: len is 4, x,y is 1,29, orientation is 2 REJECTED
Attempt 914: len is 4, x,y is 24,15, orientation is 3 REJECTED
Attempt 915: len is 3, x,y is 7,6, orientation is 2 REJECTED
Attempt 916: len is 5, x,y is 15,5, orientation is 1 REJECTED
Attempt 917: len is 5, x,y is 11,3, orientation is 1 REJECTED
Attempt 918: len is 5, x,y is 13,0, orientation is 3 REJECTED
Attempt 919: len is 6, x,y is 14,10, orientation is 2 REJECTED
Attempt 920: len is 3, x,y is 5,13, orientation is 2 REJECTED
Attempt 921: len is 5, x,y is 19,23, orientation is 3 REJECTED
Attempt 922: len is 6, x,y is 21,23, orientation is 0 REJECTED
Attempt 923: len is 6, x,y is 22,0, orientation is 1 REJECTED
Attempt 924: len is 3, x,y is 17,4, orientation is 3 REJECTED
Attempt 925: len is 7, x,y is 19,24, orientation is 0 REJECTED
Attempt 926: len is 7, x,y is 20,23, orientation is 1 REJECTED
Attempt 927: len is 6, x,y is 4,9, orientation is 0 REJECTED
Attempt 928: len is 3, x,y is 26,6, orientation is 1 REJECTED
Attempt 929: len is 7, x,y is 19,11, orientation is 3 REJECTED
Attempt 930: len is 5, x,y is 8,27, orientation is 0 REJECTED
Attempt 931: len is 5, x,y is 17,18, orientation is 2 REJECTED
Attempt 932: len is 5, x,y is 11,12, orientation is 2 REJECTED
Attempt 933: len is 7, x,y is 29,23, orientation is 3 REJECTED
Attempt 934: len is 6, x,y is 29,8, orientation is 0 REJECTED
Attempt 935: len is 3, x,y is 20,7, orientation is 2 REJECTED
Attempt 936: len is 5, x,y is 0,4, orientation is 1 REJECTED
Attempt 937: len is 5, x,y is 8,21, orientation is 1 REJECTED
Attempt 938: len is 6, x,y is 24,22, orientation is 1 REJECTED
Attempt 939: len is 4, x,y is 9,23, orientation is 3 REJECTED
Attempt 940: len is 5, x,y is 2,19, orientation is 1 REJECTED
Attempt 941: len is 7, x,y is 26,9, orientation is 1 REJECTED
Attempt 942: len is 3, x,y is 8,16, orientation is 2 REJECTED
Attempt 943: len is 6, x,y is 18,15, orientation is 1 REJECTED
Attempt 944: len is 6, x,y is 3,14, orientation is 2 REJECTED
Attempt 945: len is 5, x,y is 1,24, orientation is 0 REJECTED
Attempt 946: len is 7, x,y is 14,0, orientation is 3 REJECTED
Attempt 947: len is 3, x,y is 21,16, orientation is 1 REJECTED
Attempt 948: len is 5, x,y is 28,27, orientation is 1 REJECTED
Attempt 949: len is 7, x,y is 2,22, orientation is 0 REJECTED
Attempt 950: len is 4, x,y is 28,21, orientation is 3 REJECTED
Attempt 951: len is 5, x,y is 7,16, orientation is 1 REJECTED
Attempt 952: len is 7, x,y is 10,28, orientation is 0 REJECTED
Attempt 953: len is 4, x,y is 2,7, orientation is 2 REJECTED
Attempt 954: len is 3, x,y is 27,26, orientation is 3 REJECTED
Attempt 955: len is 3, x,y is 0,8, orientation is 3 REJECTED
Attempt 956: len is 3, x,y is 16,18, orientation is 0 REJECTED
Attempt 957: len is 7, x,y is 27,9, orientation is 2 REJECTED
Attempt 958: len is 4, x,y is 21,28, orientation is 1 REJECTED
Attempt 959: len is 6, x,y is 24,23, orientation is 2 REJECTED
Attempt 960: len is 4, x,y is 14,21, orientation is 1 REJECTED
Attempt 961: len is 7, x,y is 21,22, orientation is 0 REJECTED
Attempt 962: len is 4, x,y is 27,22, orientation is 2 REJECTED
Attempt 963: len is 3, x,y is 21,29, orientation is 0 REJECTED
Attempt 964: len is 7, x,y is 15,6, orientation is 0 REJECTED
Attempt 965: len is 5, x,y is 21,2, orientation is 1 REJECTED
Attempt 966: len is 5, x,y is 19,10, orientation is 2 REJECTED
Attempt 967: len is 5, x,y is 2,21, orientation is 3 REJECTED
Attempt 968: len is 7, x,y is 21,6, orientation is 1 REJECTED
Attempt 969: len is 3, x,y is 19,16, orientation is 3 REJECTED
Attempt 970: len is 4, x,y is 21,26, orientation is 0 REJECTED
Attempt 971: len is 3, x,y is 26,13, orientation is 0 REJECTED
Attempt 972: len is 4, x,y is 21,23, orientation is 1 REJECTED
Attempt 973: len is 5, x,y is 8,0, orientation is 2 REJECTED
Attempt 974: len is 5, x,y is 22,19, orientation is 2 REJECTED
Attempt 975: len is 4, x,y is 18,28, orientation is 3 REJECTED
Attempt 976: len is 4, x,y is 14,18, orientation is 0 REJECTED
Attempt 977: len is 3, x,y is 17,11, orientation is 2 REJECTED
Attempt 978: len is 3, x,y is 26,9, orientation is 0 REJECTED
Attempt 979: len is 7, x,y is 12,1, orientation is 1 REJECTED
Attempt 980: len is 5, x,y is 27,15, orientation is 0 REJECTED
Attempt 981: len is 6, x,y is 24,7, orientation is 3 REJECTED
Attempt 982: len is 3, x,y is 7,22, orientation is 1 REJECTED
Attempt 983: len is 3, x,y is 3,25, orientation is 0 REJECTED
Attempt 984: len is 4, x,y is 13,19, orientation is 0 REJECTED
Attempt 985: len is 6, x,y is 14,22, orientation is 1 REJECTED
Attempt 986: len is 3, x,y is 14,12, orientation is 1 REJECTED
Attempt 987: len is 3, x,y is 0,6, orientation is 2 REJECTED
Attempt 988: len is 7, x,y is 23,11, orientation is 3 REJECTED
Attempt 989: len is 4, x,y is 9,20, orientation is 3 REJECTED
Attempt 990: len is 3, x,y is 18,4, orientation is 2 REJECTED
Attempt 991: len is 7, x,y is 17,7, orientation is 2 REJECTED
Attempt 992: len is 3, x,y is 0,23, orientation is 0 REJECTED
Attempt 993: len is 6, x,y is 9,5, orientation is 1 REJECTED
Attempt 994: len is 6, x,y is 11,11, orientation is 3 REJECTED
Attempt 995: len is 4, x,y is 14,24, orientation is 3 REJECTED
Attempt 996: len is 4, x,y is 20,10, orientation is 3 REJECTED
Attempt 997: len is 7, x,y is 16,18, orientation is 2 REJECTED
Attempt 998: len is 4, x,y is 13,4, orientation is 2 REJECTED
Attempt 999: len is 6, x,y is 10,23, orientation is 3 REJECTED
Attempt 1000: len is 4, x,y is 20,13, orientation is 3 REJECTED
Attempt 1001: len is 5, x,y is 7,19, orientation is 1 REJECTED
Attempt 1002: len is 5, x,y is 7,11, orientation is 0 REJECTED
Attempt 1003: len is 3, x,y is 19,10, orientation is 3 REJECTED
Attempt 1004: len is 3, x,y is 9,7, orientation is 2 REJECTED
Attempt 1005: len is 3, x,y is 25,1, orientation is 0 REJECTED
Attempt 1006: len is 5, x,y is 22,18, orientation is 3 REJECTED
Attempt 1007: len is 7, x,y is 18,26, orientation is 3 REJECTED
Attempt 1008: len is 7, x,y is 24,2, orientation is 3 REJECTED
Attempt 1009: len is 6, x,y is 20,8, orientation is 3 REJECTED
Attempt 1010: len is 7, x,y is 0,4, orientation is 1 REJECTED
Attempt 1011: len is 5, x,y is 2,10, orientation is 2 REJECTED
Attempt 1012: len is 3, x,y is 8,13, orientation is 0 REJECTED
Attempt 1013: len is 5, x,y is 9,11, orientation is 3 REJECTED
Attempt 1014: len is 6, x,y is 1,13, orientation is 1 REJECTED
Attempt 1015: len is 3, x,y is 6,20, orientation is 3 REJECTED
Attempt 1016: len is 4, x,y is 10,12, orientation is 3 REJECTED
Attempt 1017: len is 3, x,y is 1,13, orientation is 0 REJECTED
Attempt 1018: len is 4, x,y is 19,17, orientation is 1 ACCEPTED
Attempt 1019: len is 7, x,y is 22,0, orientation is 3 REJECTED
Attempt 1020: len is 6, x,y is 10,21, orientation is 3 REJECTED
Attempt 1021: len is 7, x,y is 21,7, orientation is 1 REJECTED
Attempt 1022: len is 3, x,y is 26,9, orientation is 0 REJECTED
Attempt 1023: len is 3, x,y is 26,18, orientation is 2 REJECTED
Attempt 1024: len is 6, x,y is 15,24, orientation is 0 REJECTED
Attempt 1025: len is 3, x,y is 0,11, orientation is 3 REJECTED
Attempt 1026: len is 6, x,y is 27,4, orientation is 3 REJECTED
Attempt 1027: len is 4, x,y is 7,18, orientation is 2 REJECTED
Attempt 1028: len is 6, x,y is 22,10, orientation is 0 REJECTED
Attempt 1029: len is 3, x,y is 24,20, orientation is 0 REJECTED
Attempt 1030: len is 5, x,y is 4,1, orientation is 1 REJECTED
Attempt 1031: len is 3, x,y is 27,23, orientation is 0 REJECTED
Attempt 1032: len is 4, x,y is 26,7, orientation is 1 REJECTED
Attempt 1033: len is 7, x,y is 9,16, orientation is 1 REJECTED
Attempt 1034: len is 5, x,y is 7,16, orientation is 3 REJECTED
Attempt 1035: len is 4, x,y is 26,16, orientation is 1 REJECTED
Attempt 1036: len is 7, x,y is 3,4, orientation is 2 REJECTED
Attempt 1037: len is 7, x,y is 14,16, orientation is 2 REJECTED
Attempt 1038: len is 6, x,y is 18,18, orientation is 1 REJECTED
Attempt 1039: len is 7, x,y is 13,13, orientation is 0 REJECTED
Attempt 1040: len is 7, x,y is 9,23, orientation is 2 REJECTED
Attempt 1041: len is 3, x,y is 24,13, orientation is 3 REJECTED
Attempt 1042: len is 5, x,y is 26,28, orientation is 1 REJECTED
Attempt 1043: len is 4, x,y is 0,25, orientation is 2 REJECTED
Attempt 1044: len is 5, x,y is 9,28, orientation is 2 REJECTED
Attempt 1045: len is 6, x,y is 8,29, orientation is 1 REJECTED
Attempt 1046: len is 4, x,y is 20,16, orientation is 1 REJECTED
Attempt 1047: len is 6, x,y is 7,11, orientation is 3 REJECTED
Attempt 1048: len is 4, x,y is 15,20, orientation is 0 REJECTED
Attempt 1049: len is 4, x,y is 3,2, orientation is 2 REJECTED
Attempt 1050: len is 5, x,y is 25,12, orientation is 0 REJECTED
Attempt 1051: len is 3, x,y is 29,21, orientation is 2 REJECTED
Attempt 1052: len is 4, x,y is 11,19, orientation is 1 REJECTED
Attempt 1053: len is 7, x,y is 12,28, orientation is 0 REJECTED
Attempt 1054: len is 3, x,y is 29,10, orientation is 1 REJECTED
Attempt 1055: len is 6, x,y is 21,20, orientation is 3 REJECTED
Attempt 1056: len is 3, x,y is 18,25, orientation is 0 REJECTED
Attempt 1057: len is 5, x,y is 24,11, orientation is 2 REJECTED
Attempt 1058: len is 7, x,y is 7,5, orientation is 3 REJECTED
Attempt 1059: len is 5, x,y is 3,27, orientation is 0 REJECTED
Attempt 1060: len is 5, x,y is 23,19, orientation is 3 REJECTED
Attempt 1061: len is 6, x,y is 22,11, orientation is 2 REJECTED
Attempt 1062: len is 4, x,y is 8,1, orientation is 3 REJECTED
Attempt 1063: len is 7, x,y is 23,14, orientation is 2 REJECTED
Attempt 1064: len is 5, x,y is 21,16, orientation is 2 REJECTED
Attempt 1065: len is 7, x,y is 29,18, orientation is 2 REJECTED
Attempt 1066: len is 7, x,y is 3,27, orientation is 0 REJECTED
Attempt 1067: len is 4, x,y is 22,3, orientation is 2 REJECTED
Attempt 1068: len is 5, x,y is 22,11, orientation is 1 REJECTED
Attempt 1069: len is 6, x,y is 20,5, orientation is 0 REJECTED
Attempt 1070: len is 7, x,y is 7,7, orientation is 0 REJECTED
Attempt 1071: len is 5, x,y is 0,19, orientation is 2 REJECTED
Attempt 1072: len is 7, x,y is 19,6, orientation is 0 REJECTED
Attempt 1073: len is 4, x,y is 22,1, orientation is 1 REJECTED
Attempt 1074: len is 4, x,y is 15,10, orientation is 0 REJECTED
Attempt 1075: len is 5, x,y is 11,1, orientation is 2 REJECTED
Attempt 1076: len is 7, x,y is 15,2, orientation is 3 REJECTED
Attempt 1077: len is 4, x,y is 1,12, orientation is 0 REJECTED
Attempt 1078: len is 3, x,y is 4,3, orientation is 1 REJECTED
Attempt 1079: len is 3, x,y is 18,7, orientation is 1 REJECTED
Attempt 1080: len is 7, x,y is 13,18, orientation is 0 REJECTED
Attempt 1081: len is 5, x,y is 23,26, orientation is 3 REJECTED
Attempt 1082: len is 3, x,y is 2,27, orientation is 2 REJECTED
Attempt 1083: len is 3, x,y is 16,15, orientation is 3 REJECTED
Attempt 1084: len is 3, x,y is 0,2, orientation is 0 REJECTED
Attempt 1085: len is 5, x,y is 19,26, orientation is 3 REJECTED
Attempt 1086: len is 6, x,y is 14,26, orientation is 0 REJECTED
Attempt 1087: len is 4, x,y is 26,24, orientation is 0 REJECTED
Attempt 1088: len is 6, x,y is 20,6, orientation is 3 REJECTED
Attempt 1089: len is 3, x,y is 10,29, orientation is 1 REJECTED
Attempt 1090: len is 4, x,y is 3,26, orientation is 2 REJECTED
Attempt 1091: len is 3, x,y is 15,11, orientation is 1 REJECTED
Attempt 1092: len is 7, x,y is 6,2, orientation is 3 REJECTED
Attempt 1093: len is 3, x,y is 20,25, orientation is 1 REJECTED
Attempt 1094: len is 3, x,y is 14,29, orientation is 0 REJECTED
Attempt 1095: len is 3, x,y is 29,29, orientation is 1 REJECTED
Attempt 1096: len is 6, x,y is 0,29, orientation is 3 REJECTED
Attempt 1097: len is 6, x,y is 29,28, orientation is 1 REJECTED
Attempt 1098: len is 5, x,y is 15,5, orientation is 3 REJECTED
Attempt 1099: len is 7, x,y is 8,9, orientation is 2 REJECTED
Attempt 1100: len is 5, x,y is 7,20, orientation is 2 REJECTED
Attempt 1101: len is 3, x,y is 22,14, orientation is 3 REJECTED
Attempt 1102: len is 6, x,y is 7,17, orientation is 0 REJECTED
Attempt 1103: len is 5, x,y is 20,29, orientation is 2 REJECTED
Attempt 1104: len is 6, x,y is 27,28, orientation is 1 REJECTED
Attempt 1105: len is 5, x,y is 28,9, orientation is 1 REJECTED
Attempt 1106: len is 5, x,y is 27,20, orientation is 1 REJECTED
Attempt 1107: len is 3, x,y is 24,28, orientation is 0 REJECTED
Attempt 1108: len is 7, x,y is 18,17, orientation is 0 REJECTED
Attempt 1109: len is 6, x,y is 5,4, orientation is 1 REJECTED
Attempt 1110: len is 7, x,y is 29,29, orientation is 3 REJECTED
Attempt 1111: len is 7, x,y is 21,2, orientation is 0 REJECTED
Attempt 1112: len is 7, x,y is 23,13, orientation is 3 REJECTED
Attempt 1113: len is 4, x,y is 8,29, orientation is 2 REJECTED
Attempt 1114: len is 7, x,y is 0,15, orientation is 3 REJECTED
Attempt 1115: len is 3, x,y is 27,18, orientation is 2 REJECTED
Attempt 1116: len is 7, x,y is 1,25, orientation is 0 REJECTED
Attempt 1117: len is 6, x,y is 4,26, orientation is 2 REJECTED
Attempt 1118: len is 6, x,y is 22,10, orientation is 3 REJECTED
Attempt 1119: len is 5, x,y is 20,16, orientation is 1 REJECTED
Attempt 1120: len is 7, x,y is 20,6, orientation is 2 REJECTED
Attempt 1121: len is 6, x,y is 12,18, orientation is 0 REJECTED
Attempt 1122: len is 4, x,y is 24,0, orientation is 2 REJECTED
Attempt 1123: len is 4, x,y is 26,0, orientation is 3 REJECTED
Attempt 1124: len is 3, x,y is 27,4, orientation is 0 REJECTED
Attempt 1125: len is 6, x,y is 22,2, orientation is 2 REJECTED
Attempt 1126: len is 5, x,y is 29,1, orientation is 0 REJECTED
Attempt 1127: len is 5, x,y is 5,23, orientation is 2 REJECTED
Attempt 1128: len is 3, x,y is 13,3, orientation is 0 REJECTED
Attempt 1129: len is 6, x,y is 8,11, orientation is 3 REJECTED
Attempt 1130: len is 7, x,y is 14,22, orientation is 2 REJECTED
Attempt 1131: len is 7, x,y is 4,27, orientation is 1 REJECTED
Attempt 1132: len is 5, x,y is 18,7, orientation is 2 REJECTED
Attempt 1133: len is 4, x,y is 27,7, orientation is 2 REJECTED
Attempt 1134: len is 7, x,y is 6,24, orientation is 1 REJECTED
Attempt 1135: len is 5, x,y is 9,10, orientation is 1 REJECTED
Attempt 1136: len is 6, x,y is 1,10, orientation is 2 REJECTED
Attempt 1137: len is 6, x,y is 6,20, orientation is 3 REJECTED
Attempt 1138: len is 6, x,y is 28,17, orientation is 1 REJECTED
Attempt 1139: len is 4, x,y is 22,27, orientation is 3 REJECTED
Attempt 1140: len is 3, x,y is 26,20, orientation is 1 REJECTED
Attempt 1141: len is 4, x,y is 17,0, orientation is 1 REJECTED
Attempt 1142: len is 4, x,y is 20,17, orientation is 0 REJECTED
Attempt 1143: len is 5, x,y is 4,21, orientation is 1 REJECTED
Attempt 1144: len is 6, x,y is 6,4, orientation is 0 REJECTED
Attempt 1145: len is 5, x,y is 21,1, orientation is 2 REJECTED
Attempt 1146: len is 6, x,y is 21,22, orientation is 3 REJECTED
Attempt 1147: len is 4, x,y is 10,15, orientation is 0 REJECTED
Attempt 1148: len is 5, x,y is 22,23, orientation is 1 REJECTED
Attempt 1149: len is 5, x,y is 11,0, orientation is 1 REJECTED
Attempt 1150: len is 3, x,y is 19,24, orientation is 2 REJECTED
Attempt 1151: len is 5, x,y is 22,25, orientation is 2 REJECTED
Attempt 1152: len is 4, x,y is 21,26, orientation is 1 REJECTED
Attempt 1153: len is 7, x,y is 7,17, orientation is 0 REJECTED
Attempt 1154: len is 5, x,y is 1,10, orientation is 2 REJECTED
Attempt 1155: len is 3, x,y is 26,22, orientation is 0 REJECTED
Attempt 1156: len is 3, x,y is 7,29, orientation is 1 REJECTED
Attempt 1157: len is 4, x,y is 9,17, orientation is 1 REJECTED
Attempt 1158: len is 6, x,y is 3,4, orientation is 2 REJECTED
Attempt 1159: len is 5, x,y is 29,14, orientation is 2 REJECTED
Attempt 1160: len is 5, x,y is 15,18, orientation is 1 REJECTED
Attempt 1161: len is 5, x,y is 23,25, orientation is 1 REJECTED
Attempt 1162: len is 3, x,y is 8,12, orientation is 1 REJECTED
Attempt 1163: len is 6, x,y is 7,5, orientation is 1 REJECTED
Attempt 1164: len is 6, x,y is 23,9, orientation is 1 REJECTED
Attempt 1165: len is 6, x,y is 13,22, orientation is 2 REJECTED
Attempt 1166: len is 3, x,y is 5,8, orientation is 1 REJECTED
Attempt 1167: len is 6, x,y is 17,8, orientation is 0 REJECTED
Attempt 1168: len is 6, x,y is 14,12, orientation is 3 REJECTED
Attempt 1169: len is 3, x,y is 8,25, orientation is 0 REJECTED
Attempt 1170: len is 4, x,y is 6,17, orientation is 0 REJECTED
Attempt 1171: len is 4, x,y is 26,28, orientation is 1 REJECTED
Attempt 1172: len is 4, x,y is 4,2, orientation is 2 REJECTED
Attempt 1173: len is 6, x,y is 29,6, orientation is 3 REJECTED
Attempt 1174: len is 7, x,y is 14,26, orientation is 3 REJECTED
Attempt 1175: len is 3, x,y is 12,17, orientation is 0 REJECTED
Attempt 1176: len is 7, x,y is 11,2, orientation is 3 REJECTED
Attempt 1177: len is 7, x,y is 24,1, orientation is 0 REJECTED
Attempt 1178: len is 3, x,y is 28,2, orientation is 1 REJECTED
Attempt 1179: len is 4, x,y is 17,19, orientation is 2 REJECTED
Attempt 1180: len is 6, x,y is 9,25, orientation is 3 REJECTED
Attempt 1181: len is 4, x,y is 11,19, orientation is 0 REJECTED
Attempt 1182: len is 3, x,y is 27,19, orientation is 3 REJECTED
Attempt 1183: len is 6, x,y is 22,16, orientation is 2 REJECTED
Attempt 1184: len is 7, x,y is 16,11, orientation is 3 REJECTED
Attempt 1185: len is 4, x,y is 28,27, orientation is 2 REJECTED
Attempt 1186: len is 7, x,y is 11,22, orientation is 0 REJECTED
Attempt 1187: len is 5, x,y is 14,14, orientation is 3 REJECTED
Attempt 1188: len is 6, x,y is 23,1, orientation is 3 REJECTED
Attempt 1189: len is 3, x,y is 12,5, orientation is 3 REJECTED
Attempt 1190: len is 4, x,y is 25,7, orientation is 1 REJECTED
Attempt 1191: len is 6, x,y is 28,7, orientation is 1 REJECTED
Attempt 1192: len is 6, x,y is 22,14, orientation is 0 REJECTED
Attempt 1193: len is 6, x,y is 22,29, orientation is 2 REJECTED
Attempt 1194: len is 3, x,y is 15,28, orientation is 0 REJECTED
Attempt 1195: len is 5, x,y is 3,0, orientation is 1 REJECTED
Attempt 1196: len is 6, x,y is 9,10, orientation is 2 REJECTED
Attempt 1197: len is 4, x,y is 24,18, orientation is 0 REJECTED
Attempt 1198: len is 5, x,y is 21,20, orientation is 2 REJECTED
Attempt 1199: len is 7, x,y is 0,16, orientation is 2 REJECTED
Attempt 1200: len is 5, x,y is 5,14, orientation is 3 REJECTED
Attempt 1201: len is 4, x,y is 3,25, orientation is 3 REJECTED
Attempt 1202: len is 3, x,y is 17,15, orientation is 2 REJECTED
Attempt 1203: len is 4, x,y is 16,20, orientation is 1 REJECTED
Attempt 1204: len is 3, x,y is 0,29, orientation is 2 REJECTED
Attempt 1205: len is 6, x,y is 1,15, orientation is 0 REJECTED
Attempt 1206: len is 5, x,y is 19,7, orientation is 2 REJECTED
Attempt 1207: len is 6, x,y is 16,17, orientation is 0 REJECTED
Attempt 1208: len is 7, x,y is 9,11, orientation is 0 REJECTED
Attempt 1209: len is 7, x,y is 28,26, orientation is 2 REJECTED
Attempt 1210: len is 6, x,y is 28,14, orientation is 0 REJECTED
Attempt 1211: len is 7, x,y is 3,17, orientation is 3 REJECTED
Attempt 1212: len is 7, x,y is 14,11, orientation is 1 REJECTED
Attempt 1213: len is 7, x,y is 11,29, orientation is 3 REJECTED
Attempt 1214: len is 7, x,y is 12,15, orientation is 0 REJECTED
Attempt 1215: len is 5, x,y is 9,19, orientation is 3 REJECTED
Attempt 1216: len is 7, x,y is 5,25, orientation is 3 REJECTED
Attempt 1217: len is 6, x,y is 19,25, orientation is 2 REJECTED
Attempt 1218: len is 3, x,y is 0,26, orientation is 0 REJECTED
Attempt 1219: len is 5, x,y is 22,19, orientation is 0 REJECTED
Attempt 1220: len is 7, x,y is 0,16, orientation is 3 REJECTED
Attempt 1221: len is 6, x,y is 22,4, orientation is 2 REJECTED
Attempt 1222: len is 3, x,y is 2,21, orientation is 1 REJECTED
